Player1;136
Player4;87
Player3;86
Player2;69
Miguel;34
Papa;34
Alejandro;30
Marta;29
Ruben;23
Merce;21
Mama;19
Marcos;19
Antonio;18
Pedro;17
Tia;17
Aurea;11
Sergio;9
